OTU,Domain,Phylum,Class,Order,Family,Genus,Species,taxonomy
OTU860,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium breve
OTU861,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU862,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidales RF16 group,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Bacteroidales RF16 group
OTU863,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Odoribacter
OTU864,Bacteria,Firmicutes,Bacilli,?,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli
OTU865,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Acinetobacter
OTU866,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae|g_UCG-005
OTU867,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group
OTU868,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,?,k_Bacteria|p_Nitrospirota|c_Nitrospiria|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira
OTU869,Bacteria,Firmicutes,Clostridia,Oscillospirales,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales
OTU870,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,?,?,?,k_Bacteria|p_Cyanobacteria|c_Cyanobacteriia|o_Chloroplast
OTU871,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Tannerella
OTU872,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,uncultured beta proteobacterium,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Methylophilaceae|g_Methylotenera|s_uncultured beta proteobacterium
OTU873,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU874,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,?,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae
OTU875,Bacteria,Firmicutes,Bacilli,?,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli
OTU876,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU877,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas|s_Porphyromonas gingivalis
OTU878,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-001,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae UCG-001
OTU879,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia,Scardovia wiggsiae,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Scardovia|s_Scardovia wiggsiae
OTU880,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides
OTU881,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,?,?,k_Bacteria|p_Actinobacteriota|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae
OTU882,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,?,k_Bacteria|p_Desulfobacterota|c_Desulfovibrionia|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio
OTU883,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Legionellales|f_Legionellaceae|g_Legionella
OTU884,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas,Butyricimonas virosa,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Marinifilaceae|g_Butyricimonas|s_Butyricimonas virosa
OTU885,Bacteria,Proteobacteria,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Dongiales|f_Dongiaceae|g_Dongia
OTU886,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU887,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae
OTU888,Bacteria,Firmicutes,Clostridia,Lachnospirales,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales
OTU889,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium varium,k_Bacteria|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium|s_Fusobacterium varium
OTU890,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,IS-44,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_IS-44
OTU891,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group
OTU892,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae
OTU893,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU894,Bacteria,Firmicutes,Bacilli,RF39,uncultured rumen bacterium,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_uncultured rumen bacterium
OTU895,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9
OTU896,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,?,?,k_Bacteria|p_Actinobacteriota|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae
OTU897,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Sutterellaceae|g_Sutterella
OTU898,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium|s_Bifidobacterium adolescentis
OTU899,Bacteria,Firmicutes,?,?,?,?,?,k_Bacteria|p_Firmicutes
OTU900,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU901,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU902,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,TRA3-20,uncultured beta proteobacterium,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_TRA3-20|g_uncultured beta proteobacterium
OTU903,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU904,Bacteria,?,?,?,?,?,?,k_Bacteria
OTU905,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014
OTU906,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Vibrionaceae|g_Vibrio
OTU907,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU908,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Bacteroidales bacterium,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Barnesiellaceae|g_Coprobacter|s_Bacteroidales bacterium
OTU909,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Turicibacter
OTU910,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Negativibacillus
OTU911,Bacteria,Firmicutes,Bacilli,?,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli
OTU912,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,uncultured rumen bacterium,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_F082|g_uncultured rumen bacterium
OTU913,Bacteria,Bacteroidota,Bacteroidia,?,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia
OTU914,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum doebereinerae,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Azospirillales|f_Azospirillaceae|g_Azospirillum|s_Azospirillum doebereinerae
OTU915,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Reyranellales|f_Reyranellaceae|g_Reyranella
OTU916,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured organism,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae|g_uncultured organism
OTU917,Bacteria,Proteobacteria,Alphaproteobacteria,Micropepsales,Micropepsaceae,?,metagenome,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Micropepsales|f_Micropepsaceae|s_metagenome
OTU918,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Sutterellaceae|g_Sutterella
OTU919,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Tyzzerella
OTU920,Bacteria,Firmicutes,Bacilli,RF39,uncultured rumen bacterium,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_uncultured rumen bacterium
OTU921,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,p-2534-18B5 gut group,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_p-2534-18B5 gut group
OTU922,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU923,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Ligilactobacillus
OTU924,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,Vibrio metschnikovii,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Vibrionaceae|g_Vibrio|s_Vibrio metschnikovii
OTU925,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,?,k_Bacteria|p_Nitrospirota|c_Nitrospiria|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira
OTU926,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Paracoccus
OTU927,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,?,k_Bacteria|p_Desulfobacterota|c_Desulfovibrionia|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio
OTU928,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Butyricicoccaceae|g_UCG-009
OTU929,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae|g_Actinobacillus
OTU930,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae
OTU931,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae
OTU932,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Aliiroseovarius
OTU933,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Bilophila,?,k_Bacteria|p_Desulfobacterota|c_Desulfovibrionia|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Bilophila
OTU934,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU935,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group
OTU936,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,?,?,k_Bacteria|p_Verrucomicrobiota|c_Verrucomicrobiae|o_Opitutales|f_Puniceicoccaceae
OTU937,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium
OTU938,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus Solibacter,uncultured Solibacter sp.,k_Bacteria|p_Acidobacteriota|c_Acidobacteriae|o_Solibacterales|f_Solibacteraceae|g_Candidatus Solibacter|s_uncultured Solibacter sp.
OTU939,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9
OTU940,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides
OTU941,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema berlinense,k_Bacteria|p_Spirochaetota|c_Spirochaetia|o_Spirochaetales|f_Spirochaetaceae|g_Treponema|s_Treponema berlinense
OTU942,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Neisseriaceae
OTU943,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group
OTU944,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides plebeius,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides plebeius
OTU945,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family XIII AD3011 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Anaerovoracaceae|g_Family XIII AD3011 group
OTU946,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU947,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Capnocytophaga
OTU948,Bacteria,Firmicutes,Clostridia,?,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia
OTU949,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU950,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Acinetobacter
OTU951,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU952,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Hungateiclostridiaceae
OTU953,Bacteria,Firmicutes,Bacilli,RF39,uncultured rumen bacterium,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_uncultured rumen bacterium
OTU954,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU955,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Avibacterium,Avibacterium gallinarum,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae|g_Avibacterium|s_Avibacterium gallinarum
OTU956,Bacteria,Firmicutes,?,?,?,?,?,k_Bacteria|p_Firmicutes
OTU957,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Allobaculum
OTU958,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dubosiella,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Dubosiella
OTU959,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,?,k_Bacteria|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia
OTU960,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Saccharofermentans,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Hungateiclostridiaceae|g_Saccharofermentans
OTU961,Bacteria,Firmicutes,Bacilli,RF39,uncultured rumen bacterium,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_uncultured rumen bacterium
OTU962,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,?,k_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Phascolarctobacterium
OTU963,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family XIII AD3011 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Anaerovoracaceae|g_Family XIII AD3011 group
OTU964,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,uncultured Acidobacteriales bacterium,?,k_Bacteria|p_Acidobacteriota|c_Vicinamibacteria|o_Vicinamibacterales|f_Vicinamibacteraceae|g_uncultured Acidobacteriales bacterium
OTU965,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9
OTU966,Bacteria,Firmicutes,Clostridia,Eubacteriales,Anaerofustaceae,Anaerofustis,Anaerofustis stercorihominis,k_Bacteria|p_Firmicutes|c_Clostridia|o_Eubacteriales|f_Anaerofustaceae|g_Anaerofustis|s_Anaerofustis stercorihominis
OTU967,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU968,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas
OTU969,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU970,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_UCG-010
OTU971,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae
OTU972,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Ruminococcus
OTU973,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU974,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Peptostreptococcus,Peptostreptococcus stomatis,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Peptostreptococcaceae|g_Peptostreptococcus|s_Peptostreptococcus stomatis
OTU975,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae
OTU976,Bacteria,Bacteroidota,Bacteroidia,?,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia
OTU977,Bacteria,Firmicutes,Clostridia,?,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia
OTU978,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,?,?,?,k_Bacteria|p_Cyanobacteria|c_Vampirivibrionia|o_Gastranaerophilales
OTU979,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Paenibacillales|f_Paenibacillaceae|g_Paenibacillus
OTU980,Bacteria,Bacteroidota,Bacteroidia,?,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia
OTU981,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU982,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group
OTU983,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella nigrescens,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella|s_Prevotella nigrescens
OTU984,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Clostridium sp. CAG:306,?,?,k_Bacteria|p_Cyanobacteria|c_Vampirivibrionia|o_Gastranaerophilales|f_Clostridium sp. CAG:306
OTU985,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae
OTU986,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus,uncultured Peptococcus sp.,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptococcales|f_Peptococcaceae|g_Peptococcus|s_uncultured Peptococcus sp.
OTU987,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU988,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae|g_Haemophilus
OTU989,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_[Eubacterium] coprostanoligenes group
OTU990,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae
OTU991,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Ligilactobacillus
